Keyword,Name,Type,Plus Code,Rating,Address,Website,Phone,Reviews Count,Latitude,Longitude,Map URL
Bicycle rental Denmark,Refurbishbike ApS,Bicycle rental service,,4.9,"Hveensgade 5A, PAKHUS 77, 8000 Aarhus Centrum, Denmark",http://www.refurbishbike.com/,,51,,,https://www.google.com/maps/place/Refurbishbike+ApS/data=!4m7!3m6!1s0x464c3fd1929b37bb:0x152c1ab84d82215b!8m2!3d56.1618687!4d10.2216749!16s%2Fg%2F11sqpwxhbx!19sChIJuzebktE_TEYRWyGCTbgaLBU?authuser=0&hl=en&rclk=1
Bicycle rental Denmark,Rosenborg Cykler,Bicycle repair shop,,4.5,"Rosenborggade 3, 1130 København, Denmark",http://www.rosenborgcykler.dk/,,131,,,https://www.google.com/maps/place/Rosenborg+Cykler/data=!4m7!3m6!1s0x4652531ac88fdfbb:0x620b079ae351512b!8m2!3d55.6833552!4d12.5737598!16s%2Fg%2F11c0vc51l_!19sChIJu9-PyBpTUkYRK1FR45oHC2I?authuser=0&hl=en&rclk=1
Bicycle rental Denmark,One Way Bike Tours,,,4.9,"Dyrehavevej 1, 2930 Klampenborg, Denmark",https://www.onewaybiketours.com/contact,,19,,,https://www.google.com/maps/place/One+Way+Bike+Tours/data=!4m7!3m6!1s0x46524ffa40730001:0xef51c66075db905d!8m2!3d55.7772493!4d12.5881675!16s%2Fg%2F11h52z90hj!19sChIJAQBzQPpPUkYRXZDbdWDGUe8?authuser=0&hl=en&rclk=1
Bicycle rental Denmark,Noa cykler,Bicycle store,,3.9,"Nordre Frihavnsgade 56, 2100 København, Denmark",http://www.noacykler.dk/,,77,,,https://www.google.com/maps/place/Noa+cykler/data=!4m7!3m6!1s0x465252e54427273b:0xba53954257d48775!8m2!3d55.7022892!4d12.5831946!16s%2Fg%2F1q6j288yw!19sChIJOycnROVSUkYRdYfUV0KVU7o?authuser=0&hl=en&rclk=1
Bicycle rental Denmark,Baisikeli,Bicycle store,,4.2,,http://www.baisikeli.dk/,,299,,,https://www.google.com/maps/place/Baisikeli/data=!4m7!3m6!1s0x4652531ac88fdfbb:0x628f8ce7bc373fd3!8m2!3d55.6663927!4d12.5187231!16s%2Fg%2F1hc2x6ph_!19sChIJu9-PyBpTUkYR0z83vOeMj2I?authuser=0&hl=en&rclk=1
Bicycle rental Denmark,CPH Bike Express,Bicycle store,,4.7,,,,154,,,https://www.google.com/maps/place/CPH+Bike+Express/data=!4m7!3m6!1s0x4652547fa1b2d00b:0x11eb3c5e4ac6667a!8m2!3d55.6502846!4d12.5361444!16s%2Fg%2F11xqvb_wl!19sChIJC9CyoX9UUkYRembGSl486xE?authuser=0&hl=en&rclk=1
Bicycle rental Denmark,cykelexspres klassisk &EL,Bicycle store,,4.1,,https://cykelexpres.dk/vare-kategori/herrecykler/,,136,,,https://www.google.com/maps/place/cykelexspres+klassisk+%26EL/data=!4m7!3m6!1s0x465253aa1f52da45:0xde528e300b9af784!8m2!3d55.6894902!4d12.5567498!16s%2Fg%2F1q5bmmwgd!19sChIJRdpSH6pTUkYRhPeaCzCOUt4?authuser=0&hl=en&rclk=1
Bicycle rental Denmark,Bikes4rent,Bicycle rental service,,4.3,"Chr. Xs Vej 8, 9990 Skagen, Denmark",http://bikes4rent.dk/,,15,,,https://www.google.com/maps/place/Bikes4rent/data=!4m7!3m6!1s0x464f45208f970765:0x4bfd68695e93e9ec!8m2!3d57.72356!4d10.589694!16s%2Fg%2F11fmwvdn9k!19sChIJZQeXjyBFT0YR7OmTXmlo_Us?authuser=0&hl=en&rclk=1
Bicycle rental Denmark,Swapfiets Copenhagen - Oslo Plads,Bicycle rental service,,4.2,"Oslo Pl. 20, 2100 København Ø, Denmark",http://www.swapfiets.dk/,,212,,,https://www.google.com/maps/place/Swapfiets+Copenhagen+-+Oslo+Plads/data=!4m7!3m6!1s0x465251acffffffff:0x9960aadcae0f37c9!8m2!3d55.6932528!4d12.5856315!16s%2Fg%2F11h2299sd3!19sChIJ_____6xRUkYRyTcPrtyqYJk?authuser=0&hl=en&rclk=1
Bicycle rental Denmark,Christiania Bikes,Bicycle store,,4.3,,https://christianiacykler.dk/,,48,,,https://www.google.com/maps/place/Christiania+Bikes/data=!4m7!3m6!1s0x4652533963ed387f:0x1d2a55afc161223c!8m2!3d55.6736848!4d12.6012264!16s%2Fg%2F11xc656g2!19sChIJfzjtYzlTUkYRPCJhwa9VKh0?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Cykelexperten.dk,Bicycle store,,4.1,,https://cykelexperten.dk/,,587,,,https://www.google.com/maps/place/Cykelexperten.dk/data=!4m7!3m6!1s0x4652572d37567875:0xd594a5c4b4232179!8m2!3d55.6979846!4d12.4747538!16s%2Fg%2F1td4yg95!19sChIJdXhWNy1XUkYReSEjtMSllNU?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,VELOHOUSE - House of E-bikes,Electric bicycle store,,4.8,,https://velohouse.dk/,,122,,,https://www.google.com/maps/place/VELOHOUSE+-+House+of+E-bikes/data=!4m7!3m6!1s0x465252e7b4f62bc1:0x4d24db8da01195e3!8m2!3d55.6571329!4d12.5137375!16s%2Fg%2F11cm08tdfc!19sChIJwSv2tOdSUkYR45URoI3bJE0?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Ladcyklen.dk,Bicycle store,,4.4,,https://www.ladcyklen.dk/,,74,,,https://www.google.com/maps/place/Ladcyklen.dk/data=!4m7!3m6!1s0x465253d119a73b29:0x8639e5eb890c8801!8m2!3d55.6852341!4d12.4919624!16s%2Fg%2F11cn96f_ck!19sChIJKTunGdFTUkYRAYgMievlOYY?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Elvira Elcykler,Electric bicycle store,,3.8,,http://www.elviraelcykler.dk/,,68,,,https://www.google.com/maps/place/Elvira+Elcykler/data=!4m7!3m6!1s0x46525156960c3b69:0xd7eb77e6d6c61794!8m2!3d55.6649155!4d12.4736296!16s%2Fg%2F1tp8ynhx!19sChIJaTsMllZRUkYRlBfG1uZ369c?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Fri BikeShop,Bicycle store,,4.5,,https://www.fribikeshop.dk/butikker/herlev,,53,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x46525164f5a71891:0x8a9a0b6b182782bc!8m2!3d55.7251968!4d12.4396418!16s%2Fg%2F11h0_lfy8r!19sChIJkRin9WRRUkYRvIInGGsLmoo?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Fri BikeShop,Bicycle store,,4.2,,https://www.fribikeshop.dk/butikker/koebenhavn/urania,,116,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x4652530b7e1e852b:0x7b47c63dea124c98!8m2!3d55.6744025!4d12.5600332!16s%2Fg%2F1tflqmdz!19sChIJK4UefgtTUkYRmEwS6j3GR3s?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,eCykler,Bicycle store,,3.9,,https://ecykler.dk/,,100,,,https://www.google.com/maps/place/eCykler/data=!4m7!3m6!1s0x46525107ec609ae1:0x6928117541a5a53c!8m2!3d55.7051722!4d12.4467331!16s%2Fg%2F1vq9kx4x!19sChIJ4Zpg7AdRUkYRPKWlQXURKGk?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Pedalatleten - Elcykel testcenter,Electric bicycle store,,3.7,,http://www.pedalatleten.dk/,,262,,,https://www.google.com/maps/place/Pedalatleten+-+Elcykel+testcenter/data=!4m7!3m6!1s0x465252e1fb230fad:0x1483bd397fd9e9b9!8m2!3d55.6921371!4d12.5863771!16s%2Fg%2F1tg2j8jq!19sChIJrQ8j--FSUkYRuenZfzm9gxQ?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Polar Cykler.dk ElcykelCenter. El-ladcykler. Butik. Ålborg.,Bicycle store,,4.5,,https://www.polarcykler.dk/,,92,,,https://www.google.com/maps/place/Polar+Cykler.dk+ElcykelCenter.+El-ladcykler.+Butik.+%C3%85lborg./data=!4m7!3m6!1s0x464932e0261a2d7f:0xe7283c2080509599!8m2!3d57.0240227!4d9.9308504!16s%2Fg%2F1tghn5y5!19sChIJfy0aJuAySUYRmZVQgCA8KOc?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Fri BikeShop,Bicycle store,,4.8,,https://www.fribikeshop.dk/butikker/erritsoe,,54,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x464c9730c5ef28e7:0x4c813becafbc83ac!8m2!3d55.5438303!4d9.7155252!16s%2Fg%2F1v_s4hs6!19sChIJ5yjvxTCXTEYRrIO8r-w7gUw?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Dania Bikes,Bicycle store,,4.5,,http://www.daniabikes.com/,,64,,,https://www.google.com/maps/place/Dania+Bikes/data=!4m7!3m6!1s0x47b3546a25ee0a23:0x42a3be650d262c92!8m2!3d55.0729749!4d9.3358348!16s%2Fg%2F11b6p6llfz!19sChIJIwruJWpUs0cRkiwmDWW-o0I?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Fri BikeShop,Bicycle store,,4.6,,https://www.fribikeshop.dk/butikker/randers/sydoest,,79,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x464c1cc1bd435fe3:0x2664049c15daba11!8m2!3d56.4512814!4d10.0453861!16s%2Fg%2F11c542h_46!19sChIJ419DvcEcTEYREbraFZwEZCY?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,BikeWorld,Bicycle store,,4.0,,http://www.bikeworld.dk/,,205,,,https://www.google.com/maps/place/BikeWorld/data=!4m7!3m6!1s0x464b8b45564ffc7f:0xdf0b8b51a61ed627!8m2!3d56.1839038!4d9.5438489!16s%2Fg%2F1pp2tk9gg!19sChIJf_xPVkWLS0YRJ9YeplGLC98?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Fri BikeShop,Bicycle store,,4.8,,https://www.fribikeshop.dk/butikker/vejle,,64,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x464c824e57cc8ab7:0x39567f358f8b5196!8m2!3d55.713572!4d9.5336079!16s%2Fg%2F113k2lp8_!19sChIJt4rMV06CTEYRllGLjzV_Vjk?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,eBikeStore Aarhus,Bicycle store,,4.5,,http://www.ebikestore.dk/,,20,,,https://www.google.com/maps/place/eBikeStore+Aarhus/data=!4m7!3m6!1s0x464c3f9243e9d53d:0xc6f4bd2e6dc81fb6!8m2!3d56.1533665!4d10.2029881!16s%2Fg%2F1q5bkw7w6!19sChIJPdXpQ5I_TEYRth_IbS699MY?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Fri BikeShop,Bicycle store,,4.8,,https://www.fribikeshop.dk/butikker/odense/centrum,,90,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x464cdfe8c6d17bad:0xd0bed3fc459a8fb7!8m2!3d55.3946095!4d10.3645608!16s%2Fg%2F1q5cch7fc!19sChIJrXvRxujfTEYRt4-aRfzTvtA?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Fri BikeShop,Bicycle store,,3.6,,https://www.fribikeshop.dk/butikker/aalborg/strandvejen,,68,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x4649328bcda8132f:0x41f0f5130bb6c7f9!8m2!3d57.0526397!4d9.9157056!16s%2Fg%2F113f099zr!19sChIJLxOozYsySUYR-ce2CxP18EE?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Fri BikeShop,Bicycle store,,4.6,,https://www.fribikeshop.dk/butikker/holstebro,,34,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x464a330aeaabf365:0x9a9ef61fed309ae8!8m2!3d56.3762161!4d8.6156257!16s%2Fg%2F1hhgq2gyp!19sChIJZfOr6gozSkYR6Jow7R_2npo?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Jensen Cykler,Bicycle store,,3.6,,http://www.jensencykler.com/,,122,,,https://www.google.com/maps/place/Jensen+Cykler/data=!4m7!3m6!1s0x464c3fefe4e053af:0x6276ce11dc532937!8m2!3d56.1540692!4d10.1819742!16s%2Fg%2F11xxhh60p!19sChIJr1Pg5O8_TEYRNylT3BHOdmI?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Bike & Co,Bicycle store,,4.5,"Esrumvej 69, 3000 Helsingør, Denmark",https://www.bikeandco.dk/,,48,,,https://www.google.com/maps/place/Bike+%26+Co/data=!4m7!3m6!1s0x465230e2e401fc07:0xac61f43de74e023d!8m2!3d56.0403754!4d12.588319!16s%2Fg%2F11xjn9qjb!19sChIJB_wB5OIwUkYRPQJO5z30Yaw?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Design Cykler Rødegårdscentret,Bicycle store,,4.2,,https://www.designcykler.dk/shop/cms-cykelhandler-i-roedegaardscentret.html,,62,,,https://www.google.com/maps/place/Design+Cykler+R%C3%B8deg%C3%A5rdscentret/data=!4m7!3m6!1s0x464d203eb3096871:0xbc78a78da9f8b5dd!8m2!3d55.3808791!4d10.4226068!16s%2Fg%2F1tp1xf31!19sChIJcWgJsz4gTUYR3bX4qY2neLw?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Cykelgården I Greve ApS,Bicycle store,,4.8,,https://cykelgaarden-greve.dk/,,70,,,https://www.google.com/maps/place/Cykelg%C3%A5rden+I+Greve+ApS/data=!4m7!3m6!1s0x4652f801de07dbd9:0x6818a2a09bcf9f4c!8m2!3d55.580999!4d12.3067287!16s%2Fg%2F1tcwdlh4!19sChIJ2dsH3gH4UkYRTJ_Pm6CiGGg?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Design Cykler Esbjerg,Bicycle store,,4.5,,http://www.designcykler.dk/shop/cms-Cykelhandler-Esbjerg.html,,64,,,https://www.google.com/maps/place/Design+Cykler+Esbjerg/data=!4m7!3m6!1s0x464b20fd052311f1:0x74219a2152fd7834!8m2!3d55.5017509!4d8.4549289!16s%2Fg%2F1tv22rt9!19sChIJ8REjBf0gS0YRNHj9UiGaIXQ?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Cykelfabrikken,Bicycle store,,4.4,"Istedgade 92, 1650 København, Denmark",http://www.cykelfabrikken.dk/,,7,,,https://www.google.com/maps/place/Cykelfabrikken/data=!4m7!3m6!1s0x46525375b1d1e0e9:0xe414ec99b060894b!8m2!3d55.6690566!4d12.5525339!16s%2Fg%2F124ymg5yd!19sChIJ6eDRsXVTUkYRS4lgsJnsFOQ?authuser=0&hl=en&rclk=1
Elcykel butik Danmark,Cykler.dk,Bicycle store,,4.7,,http://www.cykler.dk/,,15,,,https://www.google.com/maps/place/Cykler.dk/data=!4m7!3m6!1s0x464a23da39850b7f:0xd184078b96d89915!8m2!3d56.5476293!4d8.2975909!16s%2Fg%2F1vd74hwd!19sChIJfwuFOdojSkYRFZnYlosHhNE?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,VELOHOUSE - House of E-bikes,Electric bicycle store,,4.8,,https://velohouse.dk/,,122,,,https://www.google.com/maps/place/VELOHOUSE+-+House+of+E-bikes/data=!4m7!3m6!1s0x465252e7b4f62bc1:0x4d24db8da01195e3!8m2!3d55.6571329!4d12.5137375!16s%2Fg%2F11cm08tdfc!19sChIJwSv2tOdSUkYR45URoI3bJE0?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,eBikeStore Aarhus,Bicycle store,,4.5,,http://www.ebikestore.dk/,,20,,,https://www.google.com/maps/place/eBikeStore+Aarhus/data=!4m7!3m6!1s0x464c3f9243e9d53d:0xc6f4bd2e6dc81fb6!8m2!3d56.1533665!4d10.2029881!16s%2Fg%2F1q5bkw7w6!19sChIJPdXpQ5I_TEYRth_IbS699MY?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Leadout Cycling,Bicycle store,,4.3,,https://leadoutcycling.com/,,170,,,https://www.google.com/maps/place/Leadout+Cycling/data=!4m7!3m6!1s0x46525287f87b2919:0xb1925860c0663a7c!8m2!3d55.7272536!4d12.5770771!16s%2Fg%2F1q5blkx5h!19sChIJGSl7-IdSUkYRfDpmwGBYkrE?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Kgs Have Cykler,Bicycle store,,4.9,,https://www.kgshavecykler.dk/,,166,,,https://www.google.com/maps/place/Kgs+Have+Cykler/data=!4m7!3m6!1s0x4652531c07b46287:0x450254b5eac59e34!8m2!3d55.6866524!4d12.5818781!16s%2Fg%2F11c1r1vbfd!19sChIJh2K0BxxTUkYRNJ7F6rVUAkU?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Corwin E-bikes - Aabenraa,Bicycle store,,4.5,,http://www.e-bikes.dk/,,18,,,https://www.google.com/maps/place/Corwin+E-bikes+-+Aabenraa/data=!4m7!3m6!1s0x47b353dd24357b9d:0xaf8723501300d28a!8m2!3d55.0486056!4d9.4180984!16s%2Fg%2F11ckqnbmpf!19sChIJnXs1JN1Ts0cRitIAE1Ajh68?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Cykelexperten.dk,Bicycle store,,4.1,,https://cykelexperten.dk/,,587,,,https://www.google.com/maps/place/Cykelexperten.dk/data=!4m7!3m6!1s0x4652572d37567875:0xd594a5c4b4232179!8m2!3d55.6979846!4d12.4747538!16s%2Fg%2F1td4yg95!19sChIJdXhWNy1XUkYReSEjtMSllNU?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Free Bike Shop Sønderborg,Bicycle store,,4.3,,https://www.fribikeshop.dk/butikker/soenderborg,,136,,,https://www.google.com/maps/place/Free+Bike+Shop+S%C3%B8nderborg/data=!4m7!3m6!1s0x47b339e0d584839b:0xd779145a4fa0aa8d!8m2!3d54.9142257!4d9.7973625!16s%2Fg%2F119wf3f0v!19sChIJm4OE1eA5s0cRjaqgT1oUedc?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Islands Brygge Cykler,Bicycle store,,4.4,,https://www.facebook.com/Islandsbryggecykler/,,82,,,https://www.google.com/maps/place/Islands+Brygge+Cykler/data=!4m7!3m6!1s0x4652536afdce7187:0x52181b652d8c664c!8m2!3d55.6676761!4d12.5781637!16s%2Fg%2F11b5pjm4vb!19sChIJh3HO_WpTUkYRTGaMLWUbGFI?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,A H Cycles,Bicycle store,,4.4,,http://www.ahcykler.dk/,,104,,,https://www.google.com/maps/place/A+H+Cycles/data=!4m7!3m6!1s0x465253748c37ad6f:0xfbb4571e7d118169!8m2!3d55.669878!4d12.5561856!16s%2Fg%2F1tfq7v94!19sChIJb603jHRTUkYRaYERfR5XtPs?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Pedalatleten - Elcykel testcenter,Electric bicycle store,,3.7,,http://www.pedalatleten.dk/,,262,,,https://www.google.com/maps/place/Pedalatleten+-+Elcykel+testcenter/data=!4m7!3m6!1s0x465252e1fb230fad:0x1483bd397fd9e9b9!8m2!3d55.6921371!4d12.5863771!16s%2Fg%2F1tg2j8jq!19sChIJrQ8j--FSUkYRuenZfzm9gxQ?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Adam Cykler,Bicycle store,,4.8,"Vesterbrogade 92, 1620 København, Denmark",http://www.vesterbrogade-shopping.dk/butik/adam-cykler-5047.html,,45,,,https://www.google.com/maps/place/Adam+Cykler/data=!4m7!3m6!1s0x4652539f8d6125d7:0x6aa0643f3896a3d9!8m2!3d55.6723645!4d12.5484648!16s%2Fg%2F1z449wr6p!19sChIJ1yVhjZ9TUkYR2aOWOD9koGo?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Free Bike Shop Skagen,Bicycle store,,4.9,,https://www.fribikeshop.dk/butikker/skagen,,33,,,https://www.google.com/maps/place/Free+Bike+Shop+Skagen/data=!4m7!3m6!1s0x464f44de3684a43f:0x1dd57e447a13a044!8m2!3d57.7188488!4d10.5842665!16s%2Fg%2F1th7wz4h!19sChIJP6SENt5ET0YRRKATekR-1R0?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,cykelexspres klassisk &EL,Bicycle store,,4.1,,https://cykelexpres.dk/vare-kategori/herrecykler/,,136,,,https://www.google.com/maps/place/cykelexspres+klassisk+%26EL/data=!4m7!3m6!1s0x465253aa1f52da45:0xde528e300b9af784!8m2!3d55.6894902!4d12.5567498!16s%2Fg%2F1q5bmmwgd!19sChIJRdpSH6pTUkYRhPeaCzCOUt4?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Marry cykler,Bicycle rental service,,5.0,"Frederiksborgvej 50c, 2400 København, Denmark",https://www.rentbike.nu/,,176,,,https://www.google.com/maps/place/Marry+cykler/data=!4m7!3m6!1s0x46525388aa29a0f7:0xead3bc8280c37104!8m2!3d55.706136!4d12.5322929!16s%2Fg%2F11sr0w0vbr!19sChIJ96ApqohTUkYRBHHDgIK80-o?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Fri BikeShop,Bicycle store,,4.2,,https://www.fribikeshop.dk/butikker/koebenhavn/urania,,116,,,https://www.google.com/maps/place/Fri+BikeShop/data=!4m7!3m6!1s0x4652530b7e1e852b:0x7b47c63dea124c98!8m2!3d55.6744025!4d12.5600332!16s%2Fg%2F1tflqmdz!19sChIJK4UefgtTUkYRmEwS6j3GR3s?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Dania Bikes,Bicycle store,,4.5,,http://www.daniabikes.com/,,64,,,https://www.google.com/maps/place/Dania+Bikes/data=!4m7!3m6!1s0x47b3546a25ee0a23:0x42a3be650d262c92!8m2!3d55.0729749!4d9.3358348!16s%2Fg%2F11b6p6llfz!19sChIJIwruJWpUs0cRkiwmDWW-o0I?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Fri Bikeshop,Bicycle store,,4.3,,https://www.fribikeshop.dk/butikker/vanloese,,85,,,https://www.google.com/maps/place/Fri+Bikeshop/data=!4m7!3m6!1s0x464c9b2a8ef1d601:0x9f35cc0f13d261f9!8m2!3d55.6945188!4d12.5106799!16s%2Fg%2F1vvdstmw!19sChIJAdbxjiqbTEYR-WHSEw_MNZ8?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Luca's Cykler,Bicycle store,,4.0,"Fredensgade 15A, 2200 København, Denmark",http://www.lucascykler.dk/,,102,,,https://www.google.com/maps/place/Luca%27s+Cykler/data=!4m7!3m6!1s0x46525301e7d7775b:0x22f819b71f197180!8m2!3d55.6930269!4d12.567008!16s%2Fg%2F11y7w37qn!19sChIJW3fX5wFTUkYRgHEZH7cZ-CI?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Noa cykler,Bicycle store,,3.9,"Nordre Frihavnsgade 56, 2100 København, Denmark",http://www.noacykler.dk/,,77,,,https://www.google.com/maps/place/Noa+cykler/data=!4m7!3m6!1s0x465252e54427273b:0xba53954257d48775!8m2!3d55.7022892!4d12.5831946!16s%2Fg%2F1q6j288yw!19sChIJOycnROVSUkYRdYfUV0KVU7o?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Ladcyklen.dk,Bicycle store,,4.4,,https://www.ladcyklen.dk/,,74,,,https://www.google.com/maps/place/Ladcyklen.dk/data=!4m7!3m6!1s0x465253d119a73b29:0x8639e5eb890c8801!8m2!3d55.6852341!4d12.4919624!16s%2Fg%2F11cn96f_ck!19sChIJKTunGdFTUkYRAYgMievlOYY?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Cykelfabrikken,Bicycle store,,4.4,"Istedgade 92, 1650 København, Denmark",http://www.cykelfabrikken.dk/,,7,,,https://www.google.com/maps/place/Cykelfabrikken/data=!4m7!3m6!1s0x46525375b1d1e0e9:0xe414ec99b060894b!8m2!3d55.6690566!4d12.5525339!16s%2Fg%2F124ymg5yd!19sChIJ6eDRsXVTUkYRS4lgsJnsFOQ?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Copenhagen Bikeshop,Bicycle store,,4.5,"Jagtvej 68, 2200 København, Denmark",http://www.copenhagenbikeshop.dk/,,46,,,https://www.google.com/maps/place/Copenhagen+Bikeshop/data=!4m7!3m6!1s0x4652525338cfe681:0x9419b285fc731be0!8m2!3d55.6959924!4d12.5509775!16s%2Fg%2F11b5pjdb_b!19sChIJgebPOFNSUkYR4Btz_IWyGZQ?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,OMNIUM Nørrebro,Bicycle store,,4.2,,https://omniumcargo.com/,,30,,,https://www.google.com/maps/place/OMNIUM+N%C3%B8rrebro/data=!4m7!3m6!1s0x465253935a7c6a4d:0xfecb4e5d86276af2!8m2!3d55.6985324!4d12.5428876!16s%2Fg%2F11h033hy_8!19sChIJTWp8WpNTUkYR8monhl1Oy_4?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,Saxil Cykler,Bicycle store,,4.2,,http://www.saxiloriginal.dk/,,27,,,https://www.google.com/maps/place/Saxil+Cykler/data=!4m7!3m6!1s0x4652539911b2ff77:0xff01ef353ee0c98f!8m2!3d55.6704432!4d12.5383701!16s%2Fg%2F11xv93mjf!19sChIJd_-yEZlTUkYRj8ngPjXvAf8?authuser=0&hl=en&rclk=1
Electric bike shop Denmark,KJ Scooter - & Bicycle Center,Store,,4.3,,http://www.kjscooters.dk/,,209,,,https://www.google.com/maps/place/KJ+Scooter+-+%26+Bicycle+Center/data=!4m7!3m6!1s0x464ce05d45c11def:0x79ed62882dd20cfa!8m2!3d55.4172108!4d10.3620891!16s%2Fg%2F1thpvfm1!19sChIJ7x3BRV3gTEYR-gzSLYhi7Xk?authuser=0&hl=en&rclk=1
Mountainbike butik Danmark,29er Bike Shop,Bicycle store,,4.8,,https://29erbikeshop.dk/,,59,,,https://www.google.com/maps/place/29er+Bike+Shop/data=!4m7!3m6!1s0x46524d96406dbb4d:0xc305c06191c06475!8m2!3d55.7598142!4d12.5695454!16s%2Fg%2F1hhwmr8mp!19sChIJTbttQJZNUkYRdWTAkWHABcM?authuser=0&hl=en&rclk=1
Mountainbike butik Danmark,Bike-pit.dk,Bicycle store,,4.9,,http://www.bike-pit.dk/,,62,,,https://www.google.com/maps/place/Bike-pit.dk/data=!4m7!3m6!1s0x464bbdd763213477:0x8566de1894038185!8m2!3d56.1074301!4d8.978737!16s%2Fg%2F1tvdhd1m!19sChIJdzQhY9e9S0YRhYEDlBjeZoU?authuser=0&hl=en&rclk=1
Mountainbike butik Danmark,VELOHOUSE - House of E-bikes,Electric bicycle store,,4.8,,https://velohouse.dk/,,122,,,https://www.google.com/maps/place/VELOHOUSE+-+House+of+E-bikes/data=!4m7!3m6!1s0x465252e7b4f62bc1:0x4d24db8da01195e3!8m2!3d55.6571329!4d12.5137375!16s%2Fg%2F11cm08tdfc!19sChIJwSv2tOdSUkYR45URoI3bJE0?authuser=0&hl=en&rclk=1
Mountainbike butik Danmark,Cykelexperten.dk,Bicycle store,,4.1,,https://cykelexperten.dk/,,587,,,https://www.google.com/maps/place/Cykelexperten.dk/data=!4m7!3m6!1s0x4652572d37567875:0xd594a5c4b4232179!8m2!3d55.6979846!4d12.4747538!16s%2Fg%2F1td4yg95!19sChIJdXhWNy1XUkYReSEjtMSllNU?authuser=0&hl=en&rclk=1
Mountainbike butik Danmark,Allbike.dk ApS,Bicycle store,,4.8,,http://allbike.dk/,,74,,,https://www.google.com/maps/place/Allbike.dk+ApS/data=!4m7!3m6!1s0x464c030be3225d35:0xfffb21be667484e4!8m2!3d56.4295637!4d10.0535693!16s%2Fg%2F1hc631239!19sChIJNV0i4wsDTEYR5IR0Zr4h-_8?authuser=0&hl=en&rclk=1
